Country,Code,Year,Renew_Gwrt
Denmark,DNK,1966,4
Denmark,DNK,1967,-3.846
Denmark,DNK,1968,-16
Denmark,DNK,1969,4.762
Denmark,DNK,1970,9.091
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,-12.5
Denmark,DNK,1976,-9.524
Denmark,DNK,1977,36.842
Denmark,DNK,1978,15.385
Denmark,DNK,1979,16.667
Denmark,DNK,1980,27.429
Denmark,DNK,1981,3.139
Denmark,DNK,1982,6.087
Denmark,DNK,1983,91.803
Denmark,DNK,1984,2.991
Denmark,DNK,1985,21.473
Denmark,DNK,1986,75.235
Denmark,DNK,1987,28.752
Denmark,DNK,1988,53.104
Denmark,DNK,1989,42.719
Denmark,DNK,1990,46.943
Denmark,DNK,1991,32.088
Denmark,DNK,1992,30.665
Denmark,DNK,1993,22.239
Denmark,DNK,1994,-2.609
Denmark,DNK,1995,6.394
Denmark,DNK,1996,12.085
Denmark,DNK,1997,40.935
Denmark,DNK,1998,34.013
Denmark,DNK,1999,11.553
Denmark,DNK,2000,27.24
Denmark,DNK,2001,4.239
Denmark,DNK,2002,15.376
Denmark,DNK,2003,18.205
Denmark,DNK,2004,17.144
Denmark,DNK,2005,2.401
Denmark,DNK,2006,-6.8
Denmark,DNK,2007,11.289
Denmark,DNK,2008,-2.648
Denmark,DNK,2009,-0.946
Denmark,DNK,2010,22.761
Denmark,DNK,2011,13.391
Denmark,DNK,2012,3.992
Denmark,DNK,2013,6.971
Denmark,DNK,2014,11.996
Denmark,DNK,2015,4.736
Denmark,DNK,2016,-3.204
Denmark,DNK,2017,18.043
Denmark,DNK,2018,-5.138
Denmark,DNK,2019,12.326
Ecuador,ECU,1966,14.458
Ecuador,ECU,1967,10.175
Ecuador,ECU,1968,4.459
Ecuador,ECU,1969,10.976
Ecuador,ECU,1970,11.264
Ecuador,ECU,1971,8.642
Ecuador,ECU,1972,1.136
Ecuador,ECU,1973,-2.247
Ecuador,ECU,1974,14.943
Ecuador,ECU,1975,25.6
Ecuador,ECU,1976,-3.662
Ecuador,ECU,1977,-7.769
Ecuador,ECU,1978,41.756
Ecuador,ECU,1979,-10.367
Ecuador,ECU,1980,22.99
Ecuador,ECU,1981,-10.665
Ecuador,ECU,1982,14.891
Ecuador,ECU,1983,92.291
Ecuador,ECU,1984,87.856
Ecuador,ECU,1985,1.423
Ecuador,ECU,1986,22.354
Ecuador,ECU,1987,13.908
Ecuador,ECU,1988,5.602
Ecuador,ECU,1989,2.652
Ecuador,ECU,1990,0.66
Ecuador,ECU,1991,1.789
Ecuador,ECU,1992,-2.016
Ecuador,ECU,1993,16.82
Ecuador,ECU,1994,12.997
Ecuador,ECU,1995,-21.396
Ecuador,ECU,1996,22.921
Ecuador,ECU,1997,3.007
Ecuador,ECU,1998,-0.43
Ecuador,ECU,1999,10.308
Ecuador,ECU,2000,6.054
Ecuador,ECU,2001,-7.706
Ecuador,ECU,2002,5.729
Ecuador,ECU,2003,-5.181
Ecuador,ECU,2004,2.608
Ecuador,ECU,2005,-6.388
Ecuador,ECU,2006,3.49
Ecuador,ECU,2007,26.453
Ecuador,ECU,2008,23.5
Ecuador,ECU,2009,-18.406
Ecuador,ECU,2010,-6.609
Ecuador,ECU,2011,27.826
Ecuador,ECU,2012,9.165
Ecuador,ECU,2013,-9.655
Ecuador,ECU,2014,4.274
Ecuador,ECU,2015,13.419
Ecuador,ECU,2016,19.871
Ecuador,ECU,2017,24.702
Ecuador,ECU,2018,2.277
Ecuador,ECU,2019,19.097
Egypt,EGY,1966,5.357
Egypt,EGY,1967,7.748
Egypt,EGY,1968,52.584
Egypt,EGY,1969,32.99
Egypt,EGY,1970,17.497
Egypt,EGY,1971,7.634
Egypt,EGY,1972,2.277
Egypt,EGY,1973,-0.171
Egypt,EGY,1974,18.696
Egypt,EGY,1975,11.055
Egypt,EGY,1976,17.827
Egypt,EGY,1977,12.921
Egypt,EGY,1978,9.878
Egypt,EGY,1979,-3.249
Egypt,EGY,1980,2.024
Egypt,EGY,1981,4.193
Egypt,EGY,1982,2.726
Egypt,EGY,1983,-6.445
Egypt,EGY,1984,-1.891
Egypt,EGY,1985,-5.004
Egypt,EGY,1986,-1.924
Egypt,EGY,1987,-0.028
Egypt,EGY,1988,-1.566
Egypt,EGY,1989,7.453
Egypt,EGY,1990,4.912
Egypt,EGY,1991,-0.372
Egypt,EGY,1992,-1.17
Egypt,EGY,1993,2.985
Egypt,EGY,1994,6.297
Egypt,EGY,1995,4.325
Egypt,EGY,1996,2.609
Egypt,EGY,1997,2.499
Egypt,EGY,1998,2.833
Egypt,EGY,1999,11.136
Egypt,EGY,2000,5.993
Egypt,EGY,2001,1.683
Egypt,EGY,2002,-3.269
Egypt,EGY,2003,-7.508
Egypt,EGY,2004,0.194
Egypt,EGY,2005,-1.985
Egypt,EGY,2006,1.15
Egypt,EGY,2007,10.437
Egypt,EGY,2008,7.033
Egypt,EGY,2009,-8.154
Egypt,EGY,2010,-3.452
Egypt,EGY,2011,1.743
Egypt,EGY,2012,0.329
Egypt,EGY,2013,-0.799
Egypt,EGY,2014,-1.16
Egypt,EGY,2015,5.235
Egypt,EGY,2016,2.672
Egypt,EGY,2017,-2.435
Egypt,EGY,2018,6.148
Egypt,EGY,2019,17.04
Estonia,EST,1996,-16.667
Estonia,EST,1997,60
Estonia,EST,1998,50
Estonia,EST,1999,33.333
Estonia,EST,2000,12.5
Estonia,EST,2001,-0.649
Estonia,EST,2002,89.878
Estonia,EST,2003,30.264
Estonia,EST,2004,33.512
Estonia,EST,2005,78.566
Estonia,EST,2006,17.074
Estonia,EST,2007,15.408
Estonia,EST,2008,32.727
Estonia,EST,2009,170.231
Estonia,EST,2010,92.142
Estonia,EST,2011,12.226
Estonia,EST,2012,24.31
Estonia,EST,2013,-17.686
Estonia,EST,2014,11.621
Estonia,EST,2015,10.49
Estonia,EST,2016,-0.781
Estonia,EST,2017,59.517
Estonia,EST,2018,-22.174
Estonia,EST,2019,1.661
Finland,FIN,1966,10.983
Finland,FIN,1967,12.027
Finland,FIN,1968,-9.806
Finland,FIN,1969,-16.622
Finland,FIN,1970,8.905
Finland,FIN,1971,12.143
Finland,FIN,1972,-2.818
Finland,FIN,1973,1.927
Finland,FIN,1974,20.069
Finland,FIN,1975,-3.888
Finland,FIN,1976,-22.338
Finland,FIN,1977,28.476
Finland,FIN,1978,-19.561
Finland,FIN,1979,10.937
Finland,FIN,1980,-6.012
Finland,FIN,1981,33.643
Finland,FIN,1982,-4.143
Finland,FIN,1983,3.758
Finland,FIN,1984,-2.454
Finland,FIN,1985,-6.893
Finland,FIN,1986,0.45
Finland,FIN,1987,11.348
Finland,FIN,1988,-3.141
Finland,FIN,1989,-2.487
Finland,FIN,1990,22.922
Finland,FIN,1991,13.617
Finland,FIN,1992,10.237
Finland,FIN,1993,-3.112
Finland,FIN,1994,-6.092
Finland,FIN,1995,7.034
Finland,FIN,1996,-9.284
Finland,FIN,1997,11.849
Finland,FIN,1998,22.501
Finland,FIN,1999,-13.163
Finland,FIN,2000,10.332
Finland,FIN,2001,-8.476
Finland,FIN,2002,-8.536
Finland,FIN,2003,-4.553
Finland,FIN,2004,33.833
Finland,FIN,2005,-9.644
Finland,FIN,2006,-4.358
Finland,FIN,2007,7.893
Finland,FIN,2008,15.023
Finland,FIN,2009,-21.084
Finland,FIN,2010,10.209
Finland,FIN,2011,0.198
Finland,FIN,2012,16.802
Finland,FIN,2013,-10.184
Finland,FIN,2014,5.907
Finland,FIN,2015,14.286
Finland,FIN,2016,-4.79
Finland,FIN,2017,3.988
Finland,FIN,2018,0.456
Finland,FIN,2019,-2.254
France,FRA,1966,12.195
France,FRA,1967,-12.578
France,FRA,1968,11.67
France,FRA,1969,5.181
France,FRA,1970,7.485
France,FRA,1971,-13.442
France,FRA,1972,0.195
France,FRA,1973,-2.185
France,FRA,1974,17.384
France,FRA,1975,6.429
France,FRA,1976,-18.897
France,FRA,1977,55.714
France,FRA,1978,-10.193
France,FRA,1979,-2.687
France,FRA,1980,4.557
France,FRA,1981,3.788
France,FRA,1982,-2.151
France,FRA,1983,-1.526
France,FRA,1984,-5.196
France,FRA,1985,-4.764
France,FRA,1986,0.886
France,FRA,1987,12.624
France,FRA,1988,8.309
France,FRA,1989,-38.29
France,FRA,1990,14.575
France,FRA,1991,7.037
France,FRA,1992,19.119
France,FRA,1993,-5.779
France,FRA,1994,21.412
France,FRA,1995,-6.479
France,FRA,1996,-8.756
France,FRA,1997,-2.494
France,FRA,1998,-2.741
France,FRA,1999,16.228
France,FRA,2000,-7.568
France,FRA,2001,11.097
France,FRA,2002,-17.551
France,FRA,2003,-2.547
France,FRA,2004,0.927
France,FRA,2005,-10.652
France,FRA,2006,10.457
France,FRA,2007,9.514
France,FRA,2008,15.642
France,FRA,2009,-4.672
France,FRA,2010,9.76
France,FRA,2011,-16.13
France,FRA,2012,25.456
France,FRA,2013,14.289
France,FRA,2014,-4.312
France,FRA,2015,-2.694
France,FRA,2016,7.159
France,FRA,2017,-6.312
France,FRA,2018,18.605
France,FRA,2019,2.215
Germany,DEU,1966,8.153
Germany,DEU,1967,-5.028
Germany,DEU,1968,1.481
Germany,DEU,1969,-18.85
Germany,DEU,1970,34.566
Germany,DEU,1971,-21.662
Germany,DEU,1972,-1.602
Germany,DEU,1973,14.467
Germany,DEU,1974,14.935
Germany,DEU,1975,-2.835
Germany,DEU,1976,-16.824
Germany,DEU,1977,24.492
Germany,DEU,1978,4.519
Germany,DEU,1979,0.749
Germany,DEU,1980,6.095
Germany,DEU,1981,3.249
Germany,DEU,1982,-0.838
Germany,DEU,1983,-5.964
Germany,DEU,1984,-0.643
Germany,DEU,1985,-5.355
Germany,DEU,1986,5.901
Germany,DEU,1987,8.044
Germany,DEU,1988,-0.301
Germany,DEU,1989,-7.854
Germany,DEU,1990,-5.879
Germany,DEU,1991,-7.536
Germany,DEU,1992,17.613
Germany,DEU,1993,3.543
Germany,DEU,1994,8.828
Germany,DEU,1995,9.151
Germany,DEU,1996,-8.091
Germany,DEU,1997,5.95
Germany,DEU,1998,10.635
Germany,DEU,1999,11.633
Germany,DEU,2000,32.286
Germany,DEU,2001,-0.036
Germany,DEU,2002,17.519
Germany,DEU,2003,1.113
Germany,DEU,2004,24.058
Germany,DEU,2005,14.646
Germany,DEU,2006,18.777
Germany,DEU,2007,21.226
Germany,DEU,2008,2.65
Germany,DEU,2009,1.234
Germany,DEU,2010,8.778
Germany,DEU,2011,15.845
Germany,DEU,2012,14.1
Germany,DEU,2013,4.202
Germany,DEU,2014,5.955
Germany,DEU,2015,13.849
Germany,DEU,2016,-0.105
Germany,DEU,2017,12.669
Germany,DEU,2018,3.336
Germany,DEU,2019,7.834
Greece,GRC,1966,115.98
Greece,GRC,1967,-4.046
Greece,GRC,1968,-17.59
Greece,GRC,1969,50.219
Greece,GRC,1970,28.273
Greece,GRC,1971,0.607
Greece,GRC,1972,0.943
Greece,GRC,1973,-16.959
Greece,GRC,1974,5.578
Greece,GRC,1975,-14.146
Greece,GRC,1976,-6.749
Greece,GRC,1977,2.288
Greece,GRC,1978,55.463
Greece,GRC,1979,19.344
Greece,GRC,1980,-4.515
Greece,GRC,1981,0.059
Greece,GRC,1982,4.52
Greece,GRC,1983,-34.288
Greece,GRC,1984,22.308
Greece,GRC,1985,-1.992
Greece,GRC,1986,15.33
Greece,GRC,1987,-14.034
Greece,GRC,1988,-14.887
Greece,GRC,1989,-19.687
Greece,GRC,1990,-6.839
Greece,GRC,1991,75.099
Greece,GRC,1992,-28.668
Greece,GRC,1993,5.335
Greece,GRC,1994,13.176
Greece,GRC,1995,35.154
Greece,GRC,1996,23.008
Greece,GRC,1997,-10.607
Greece,GRC,1998,-3.292
Greece,GRC,1999,25.462
Greece,GRC,2000,-12.85
Greece,GRC,2001,-29.707
Greece,GRC,2002,21.212
Greece,GRC,2003,63.663
Greece,GRC,2004,-0.215
Greece,GRC,2005,7.579
Greece,GRC,2006,19.118
Greece,GRC,2007,-40.548
Greece,GRC,2008,24.386
Greece,GRC,2009,41.469
Greece,GRC,2010,27.764
Greece,GRC,2011,-23.082
Greece,GRC,2012,23.904
Greece,GRC,2013,40.504
Greece,GRC,2014,-15.645
Greece,GRC,2015,21.225
Greece,GRC,2016,-0.304
Greece,GRC,2017,-7.877
Greece,GRC,2018,16.325
Greece,GRC,2019,-3.971
Hong Kong,HKG,2007,23.861
Hong Kong,HKG,2008,-7.285
Hong Kong,HKG,2009,35.342
Hong Kong,HKG,2010,8345.716
Hong Kong,HKG,2011,-15.33
Hong Kong,HKG,2012,13.571
Hong Kong,HKG,2013,2.723
Hong Kong,HKG,2014,11.097
Hong Kong,HKG,2015,-2.641
Hong Kong,HKG,2016,-0.949
Hong Kong,HKG,2017,6.297
Hong Kong,HKG,2018,-8.696
Hong Kong,HKG,2019,10.366
Hungary,HUN,1966,33.333
Hungary,HUN,1967,-18
Hungary,HUN,1968,8.537
Hungary,HUN,1969,6.742
Hungary,HUN,1970,-7.368
Hungary,HUN,1971,9.091
Hungary,HUN,1972,14.583
Hungary,HUN,1973,-8.182
Hungary,HUN,1974,-19.802
Hungary,HUN,1975,101.235
Hungary,HUN,1976,1.227
Hungary,HUN,1977,-9.697
Hungary,HUN,1978,-7.383
Hungary,HUN,1979,5.797
Hungary,HUN,1980,-23.288
Hungary,HUN,1981,50
Hungary,HUN,1982,-5.357
Hungary,HUN,1983,-2.516
Hungary,HUN,1984,16.774
Hungary,HUN,1985,-14.365
Hungary,HUN,1986,-0.645
Hungary,HUN,1987,9.74
Hungary,HUN,1988,0
Hungary,HUN,1989,-6.509
Hungary,HUN,1990,23.418
Hungary,HUN,1991,11.795
Hungary,HUN,1992,-6.422
Hungary,HUN,1993,0.49
Hungary,HUN,1994,0.488
Hungary,HUN,1995,6.311
Hungary,HUN,1996,17.352
Hungary,HUN,1997,4.669
Hungary,HUN,1998,-20.074
Hungary,HUN,1999,14.419
Hungary,HUN,2000,-1.22
Hungary,HUN,2001,5.075
Hungary,HUN,2002,-8.377
Hungary,HUN,2003,40.863
Hungary,HUN,2004,176.797
Hungary,HUN,2005,98.522
Hungary,HUN,2006,-20.663
Hungary,HUN,2007,25.334
Hungary,HUN,2008,24.395
Hungary,HUN,2009,22.067
Hungary,HUN,2010,3.437
Hungary,HUN,2011,-10.671
Hungary,HUN,2012,-2.838
Hungary,HUN,2013,4.682
Hungary,HUN,2014,12.331
Hungary,HUN,2015,1.88
Hungary,HUN,2016,0.301
Hungary,HUN,2017,6.216
Hungary,HUN,2018,6.841
Hungary,HUN,2019,19.206
Iceland,ISL,1966,-2.622
Iceland,ISL,1967,6.507
Iceland,ISL,1968,3.371
Iceland,ISL,1969,25.492
Iceland,ISL,1970,65.311
Iceland,ISL,1971,8.887
Iceland,ISL,1972,11.126
Iceland,ISL,1973,27.892
Iceland,ISL,1974,2.664
Iceland,ISL,1975,-1.767
Iceland,ISL,1976,6.5
Iceland,ISL,1977,7.064
Iceland,ISL,1978,3.449
Iceland,ISL,1979,9.204
Iceland,ISL,1980,8.138
Iceland,ISL,1981,3.543
Iceland,ISL,1982,11.174
Iceland,ISL,1983,5.427
Iceland,ISL,1984,4.03
Iceland,ISL,1985,-1.969
Iceland,ISL,1986,5.738
Iceland,ISL,1987,2.319
Iceland,ISL,1988,6.303
Iceland,ISL,1989,1.386
Iceland,ISL,1990,-0.763
Iceland,ISL,1991,-0.358
Iceland,ISL,1992,2.564
Iceland,ISL,1993,3.996
Iceland,ISL,1994,1.111
Iceland,ISL,1995,4.147
Iceland,ISL,1996,2.821
Iceland,ISL,1997,9.185
Iceland,ISL,1998,12.447
Iceland,ISL,1999,14.506
Iceland,ISL,2000,6.905
Iceland,ISL,2001,3.886
Iceland,ISL,2002,4.031
Iceland,ISL,2003,0.375
Iceland,ISL,2004,0.853
Iceland,ISL,2005,0.06
Iceland,ISL,2006,13.66
Iceland,ISL,2007,19.936
Iceland,ISL,2008,36.651
Iceland,ISL,2009,1.598
Iceland,ISL,2010,0.715
Iceland,ISL,2011,0.27
Iceland,ISL,2012,1.345
Iceland,ISL,2013,2.611
Iceland,ISL,2014,-0.563
Iceland,ISL,2015,3.107
Iceland,ISL,2016,-1.906
Iceland,ISL,2017,3.112
Iceland,ISL,2018,2.467
Iceland,ISL,2019,-2.096
India,IND,1966,4.427
India,IND,1967,11.901
India,IND,1968,15.41
India,IND,1969,11.028
India,IND,1970,6.052
India,IND,1971,9.685
India,IND,1972,-2.939
India,IND,1973,6.492
India,IND,1974,-3.778
India,IND,1975,19.473
India,IND,1976,4.612
India,IND,1977,9.105
India,IND,1978,24.07
India,IND,1979,-3.572
India,IND,1980,2.35
India,IND,1981,6.568
India,IND,1982,-15.611
India,IND,1983,-3.643
India,IND,1984,11.738
India,IND,1985,-3.482
India,IND,1986,1.459
India,IND,1987,-6.86
India,IND,1988,11.544
India,IND,1989,16.03
India,IND,1990,4.884
India,IND,1991,11.528
India,IND,1992,-5.205
India,IND,1993,1.154
India,IND,1994,13.653
India,IND,1995,-4.706
India,IND,1996,-8.163
India,IND,1997,2.106
India,IND,1998,19.15
India,IND,1999,-0.724
India,IND,2000,-5.877
India,IND,2001,-5.668
India,IND,2002,-5.088
India,IND,2003,1.889
India,IND,2004,45.332
India,IND,2005,-2.184
India,IND,2006,17.938
India,IND,2007,10.435
India,IND,2008,-2.568
India,IND,2009,-4.02
India,IND,2010,5.481
India,IND,2011,21.188
India,IND,2012,-5.432
India,IND,2013,13.033
India,IND,2014,6.846
India,IND,2015,-2.276
India,IND,2016,4.457
India,IND,2017,12.032
India,IND,2018,11.022
India,IND,2019,12.629
Indonesia,IDN,1966,30.024
Indonesia,IDN,1967,12.291
Indonesia,IDN,1968,23.549
Indonesia,IDN,1969,4.564
Indonesia,IDN,1970,21.566
Indonesia,IDN,1971,-67.054
Indonesia,IDN,1972,-10.577
Indonesia,IDN,1973,26.165
Indonesia,IDN,1974,10.795
Indonesia,IDN,1975,4.872
Indonesia,IDN,1976,-41.32
Indonesia,IDN,1977,66.25
Indonesia,IDN,1978,-28.571
Indonesia,IDN,1979,11.228
Indonesia,IDN,1980,-9.464
Indonesia,IDN,1981,-0.348
Indonesia,IDN,1982,9.091
Indonesia,IDN,1983,50.321
Indonesia,IDN,1984,9.168
Indonesia,IDN,1985,22.266
Indonesia,IDN,1986,61.022
Indonesia,IDN,1987,2.877
Indonesia,IDN,1988,9.836
Indonesia,IDN,1989,24.759
Indonesia,IDN,1990,21.336
Indonesia,IDN,1991,11.034
Indonesia,IDN,1992,26.837
Indonesia,IDN,1993,-6.972
Indonesia,IDN,1994,-3.969
Indonesia,IDN,1995,9.584
Indonesia,IDN,1996,6.297
Indonesia,IDN,1997,-23.043
Indonesia,IDN,1998,58.832
Indonesia,IDN,1999,4.912
Indonesia,IDN,2000,3.966
Indonesia,IDN,2001,18.043
Indonesia,IDN,2002,-9.145
Indonesia,IDN,2003,-5.404
Indonesia,IDN,2004,5.419
Indonesia,IDN,2005,5.451
Indonesia,IDN,2006,-6.566
Indonesia,IDN,2007,12.638
Indonesia,IDN,2008,7.595
Indonesia,IDN,2009,6.442
Indonesia,IDN,2010,28.225
Indonesia,IDN,2011,-16.7
Indonesia,IDN,2012,6.092
Indonesia,IDN,2013,21.279
Indonesia,IDN,2014,5.262
Indonesia,IDN,2015,-14.941
Indonesia,IDN,2016,47.567
Indonesia,IDN,2017,0.724
Indonesia,IDN,2018,9.216
Indonesia,IDN,2019,34.246
Iran,IRN,1966,7.455
Iran,IRN,1967,7.656
Iran,IRN,1968,7.556
Iran,IRN,1969,7.645
Iran,IRN,1970,7.678
Iran,IRN,1971,7.487
Iran,IRN,1972,31.343
Iran,IRN,1973,-15.278
Iran,IRN,1974,10.134
Iran,IRN,1975,5.007
Iran,IRN,1976,11.856
Iran,IRN,1977,3.341
Iran,IRN,1978,56.633
Iran,IRN,1979,-13.31
Iran,IRN,1980,3.695
Iran,IRN,1981,9.184
Iran,IRN,1982,4.931
Iran,IRN,1983,-2.142
Iran,IRN,1984,-6.497
Iran,IRN,1985,0.815
Iran,IRN,1986,19.512
Iran,IRN,1987,10.865
Iran,IRN,1988,5.502
Iran,IRN,1989,-18.36
Iran,IRN,1990,9.641
Iran,IRN,1991,-24.035
Iran,IRN,1992,64.152
Iran,IRN,1993,14.439
Iran,IRN,1994,-34.53
Iran,IRN,1995,20.693
Iran,IRN,1996,5.899
Iran,IRN,1997,-32.596
Iran,IRN,1998,26.039
Iran,IRN,1999,-30.849
Iran,IRN,2000,-26.275
Iran,IRN,2001,8.152
Iran,IRN,2002,92.276
Iran,IRN,2003,18.796
Iran,IRN,2004,23.788
Iran,IRN,2005,20.433
Iran,IRN,2006,27.539
Iran,IRN,2007,-3.475
Iran,IRN,2008,-58.085
Iran,IRN,2009,-9.506
Iran,IRN,2010,49.723
Iran,IRN,2011,3.646
Iran,IRN,2012,15.863
Iran,IRN,2013,15.996
Iran,IRN,2014,-1.31
Iran,IRN,2015,-8.932
Iran,IRN,2016,15.602
Iran,IRN,2017,11.656
Iran,IRN,2018,-33.065
Iran,IRN,2019,147.479
Iraq,IRQ,1966,31.25
Iraq,IRQ,1967,14.286
Iraq,IRQ,1968,20.833
Iraq,IRQ,1969,10.345
Iraq,IRQ,1970,21.875
Iraq,IRQ,1971,16.038
Iraq,IRQ,1972,0
Iraq,IRQ,1973,45
Iraq,IRQ,1974,37.931
Iraq,IRQ,1975,15.25
Iraq,IRQ,1976,-0.434
Iraq,IRQ,1977,23.312
Iraq,IRQ,1978,25.088
Iraq,IRQ,1979,45.763
Iraq,IRQ,1980,-33.14
Iraq,IRQ,1981,-11.594
Iraq,IRQ,1982,-1.639
Iraq,IRQ,1983,0
Iraq,IRQ,1984,1.667
Iraq,IRQ,1985,0
Iraq,IRQ,1986,-1.639
Iraq,IRQ,1987,333.333
Iraq,IRQ,1988,0
Iraq,IRQ,1989,0
Iraq,IRQ,1990,78.856
Iraq,IRQ,1991,-53.87
Iraq,IRQ,1992,143.292
Iraq,IRQ,1993,18.062
Iraq,IRQ,1994,1.396
Iraq,IRQ,1995,13.956
Iraq,IRQ,1996,-8.853
Iraq,IRQ,1997,1.829
Iraq,IRQ,1998,-6.212
Iraq,IRQ,1999,-42.573
Iraq,IRQ,2000,-10.185
Iraq,IRQ,2001,15.028
Iraq,IRQ,2002,22.416
Iraq,IRQ,2003,3.627
Iraq,IRQ,2004,20.131
Iraq,IRQ,2005,-15.428
Iraq,IRQ,2006,1.339
Iraq,IRQ,2007,-9.077
Iraq,IRQ,2008,-36.189
Iraq,IRQ,2009,-4.069
Iraq,IRQ,2010,26.948
Iraq,IRQ,2011,-6.536
Iraq,IRQ,2012,28.556
Iraq,IRQ,2013,5.233
Iraq,IRQ,2014,-38.235
Iraq,IRQ,2015,-10.529
Iraq,IRQ,2016,30.913
Iraq,IRQ,2017,-35.242
Iraq,IRQ,2018,-16.537
Iraq,IRQ,2019,34.706
Ireland,IRL,1966,-9.877
Ireland,IRL,1967,-5.479
Ireland,IRL,1968,-4.348
Ireland,IRL,1969,-24.242
Ireland,IRL,1970,38
Ireland,IRL,1971,-42.029
Ireland,IRL,1972,47.5
Ireland,IRL,1973,-6.78
Ireland,IRL,1974,23.636
Ireland,IRL,1975,-33.824
Ireland,IRL,1976,13.333
Ireland,IRL,1977,25.49
Ireland,IRL,1978,-6.25
Ireland,IRL,1979,18.333
Ireland,IRL,1980,1.408
Ireland,IRL,1981,2.778
Ireland,IRL,1982,-6.757
Ireland,IRL,1983,-2.899
Ireland,IRL,1984,-11.94
Ireland,IRL,1985,22.034
Ireland,IRL,1986,9.722
Ireland,IRL,1987,-25.316
Ireland,IRL,1988,27.119
Ireland,IRL,1989,-20
Ireland,IRL,1990,-0.115
Ireland,IRL,1991,7.03
Ireland,IRL,1992,10.188
Ireland,IRL,1993,-5.109
Ireland,IRL,1994,20.385
Ireland,IRL,1995,-22.364
Ireland,IRL,1996,4.665
Ireland,IRL,1997,6.031
Ireland,IRL,1998,44.624
Ireland,IRL,1999,-3.931
Ireland,IRL,2000,5.428
Ireland,IRL,2001,-13.894
Ireland,IRL,2002,33.6
Ireland,IRL,2003,-18.122
Ireland,IRL,2004,21.717
Ireland,IRL,2005,33.545
Ireland,IRL,2006,31.267
Ireland,IRL,2007,12.234
Ireland,IRL,2008,27.548
Ireland,IRL,2009,13.831
Ireland,IRL,2010,-9.788
Ireland,IRL,2011,44.543
Ireland,IRL,2012,-3.738
Ireland,IRL,2013,6.397
Ireland,IRL,2014,12.894
Ireland,IRL,2015,22.31
Ireland,IRL,2016,-4.92
Ireland,IRL,2017,17.407
Ireland,IRL,2018,14.171
Ireland,IRL,2019,12.343
Israel,ISR,1982,0
Israel,ISR,1983,-50
Israel,ISR,1984,100
Israel,ISR,1985,0
Israel,ISR,1986,200
Israel,ISR,1987,66.667
Israel,ISR,1988,0
Israel,ISR,1989,-70
Israel,ISR,1990,0
Israel,ISR,1991,100
Israel,ISR,1992,383.333
Israel,ISR,1993,-10.345
Israel,ISR,1994,-11.538
Israel,ISR,1995,8.696
Israel,ISR,1996,-4
Israel,ISR,1997,4.167
Israel,ISR,1998,0
Israel,ISR,1999,32
Israel,ISR,2000,-6.061
Israel,ISR,2001,-35.903
Israel,ISR,2002,58.968
Israel,ISR,2003,33.513
Israel,ISR,2004,-9.88
Israel,ISR,2005,-0.633
Israel,ISR,2006,-36.3
Israel,ISR,2007,-4.6
Israel,ISR,2008,32.505
Israel,ISR,2009,207.465
Israel,ISR,2010,70.664
Israel,ISR,2011,75.979
Israel,ISR,2012,59.823
Israel,ISR,2013,17.223
Israel,ISR,2014,60.404
Israel,ISR,2015,35.925
Israel,ISR,2016,34.389
Israel,ISR,2017,-1.295
Israel,ISR,2018,3.62
Israel,ISR,2019,64.406
Italy,ITA,1966,3.887
Italy,ITA,1967,-2.668
Italy,ITA,1968,1.046
Italy,ITA,1969,-2.843
Italy,ITA,1970,-0.838
Italy,ITA,1971,-2.944
Italy,ITA,1972,4.313
Italy,ITA,1973,-8.387
Italy,ITA,1974,1.624
Italy,ITA,1975,7.058
Italy,ITA,1976,-4.486
Italy,ITA,1977,27.638
Italy,ITA,1978,-10.146
Italy,ITA,1979,0.953
Italy,ITA,1980,-1.141
Italy,ITA,1981,-5.489
Italy,ITA,1982,-3.271
Italy,ITA,1983,-0.32
Italy,ITA,1984,2.308
Italy,ITA,1985,-3.42
Italy,ITA,1986,0.661
Italy,ITA,1987,-3.137
Italy,ITA,1988,2.928
Italy,ITA,1989,-16.204
Italy,ITA,1990,-6.321
Italy,ITA,1991,30.473
Italy,ITA,1992,0.501
Italy,ITA,1993,-1.189
Italy,ITA,1994,6.671
Italy,ITA,1995,-14.059
Italy,ITA,1996,11.491
Italy,ITA,1997,-0.034
Italy,ITA,1998,0.587
Italy,ITA,1999,10.409
Italy,ITA,2000,-0.848
Italy,ITA,2001,6.12
Italy,ITA,2002,-11.671
Italy,ITA,2003,-3.623
Italy,ITA,2004,16.372
Italy,ITA,2005,-11.008
Italy,ITA,2006,4.005
Italy,ITA,2007,-6.401
Italy,ITA,2008,25.506
Italy,ITA,2009,20.469
Italy,ITA,2010,11.291
Italy,ITA,2011,6.518
Italy,ITA,2012,10.564
Italy,ITA,2013,18.192
Italy,ITA,2014,6.028
Italy,ITA,2015,-10.101
Italy,ITA,2016,-1.704
Italy,ITA,2017,-4.133
Italy,ITA,2018,9.338
Italy,ITA,2019,-2.599
Japan,JPN,1966,4.312
Japan,JPN,1967,-13.611
Japan,JPN,1968,7.148
Japan,JPN,1969,2.587
Japan,JPN,1970,0.388
Japan,JPN,1971,11.624
